Area,Ward,Number of schools,School,School URN,Year,Catchment area km2,Total road length in catchment,% of minor roads,Avg elevation,% of catchment in flood-risk zone,Road flood days per year,% of road length flooded at least once,Max flood duration,School population,Absence rate,Persistent absence,Avg lateness,School closure occured,Attainment score,Year-on-year attainment,YY value
West Lindsey,,,Hemswell Cliff Primary School,120491,2024,19.95389,62.19,51.4,,19.09329155,,,,39,6.5,10.5,,,,-100.00%,-100.00%
Calderdale,,,Heptonstall Junior Infant and Nursery School,107511,2019,16.6126,23.81,60,,0.677648125,,,,,,,,,80%,40.35%,40.35%
Calderdale,,,Heptonstall Junior Infant and Nursery School,107511,2024,16.6126,23.81,60,,0.677648125,,,,,,,,,71%,10.94%,10.94%
Calderdale,,,Heptonstall Junior Infant and Nursery School,107511,2015,16.6126,23.81,60,,0.677648125,,,,,,,,,100%,7.53%,7.53%
Calderdale,,,Heptonstall Junior Infant and Nursery School,107511,2014,16.6126,23.81,60,,0.677648125,,,,,,,,,93%,3.33%,3.33%
Calderdale,,,Heptonstall Junior Infant and Nursery School,107511,2017,16.6126,23.81,60,,0.677648125,,,,110,2.5,6.7,,,64%,-4.48%,-4.48%
Calderdale,,,Heptonstall Junior Infant and Nursery School,107511,2013,16.6126,23.81,60,,0.677648125,,,,,,,,,90%,-10.00%,-10.00%
Calderdale,,,Heptonstall Junior Infant and Nursery School,107511,2018,16.6126,23.81,60,,0.677648125,,,,98,3.2,8.5,,,57%,-10.94%,-10.94%
Calderdale,,,Heptonstall Junior Infant and Nursery School,107511,2016,16.6126,23.81,60,,0.677648125,,,,,,,,,67%,-33.00%,-33.00%
Calderdale,,,"Holy Trinity Primary School, A Church of England Academy",138302,2017,12.28809,17.12,85,,1.334359829,,,,410,3.9,6.1,,,48%,33.33%,33.33%
Calderdale,,,"Holy Trinity Primary School, A Church of England Academy",138302,2018,12.28809,17.12,85,,1.334359829,,,,447,3.8,9,,,63%,31.25%,31.25%
Calderdale,,,"Holy Trinity Primary School, A Church of England Academy",138302,2024,12.28809,17.12,85,,1.334359829,,,,422,5.9,16.7,,,46%,12.20%,12.20%
Calderdale,,,"Holy Trinity Primary School, A Church of England Academy",138302,2019,12.28809,17.12,85,,1.334359829,,,,454,4.1,8.1,,,68%,7.94%,7.94%
Calderdale,,,"Holy Trinity Primary School, A Church of England Academy",138302,2014,12.28809,17.12,85,,1.334359829,,,,456,3.3,0.8,,,82%,1.23%,1.23%
Calderdale,,,"Holy Trinity Primary School, A Church of England Academy",138302,2015,12.28809,17.12,85,,1.334359829,,,,,,,,,80%,-2.44%,-2.44%
Calderdale,,,"Holy Trinity Primary School, A Church of England Academy",138302,2016,12.28809,17.12,85,,1.334359829,,,,414,3.9,8.6,,,36%,-55.00%,-55.00%
Calderdale,,,Holywell Green Primary School,107505,2018,1.964863,16.7,63.5,,0.538573824,,,,219,3.8,5.5,,,81%,24.62%,24.62%
Calderdale,,,Holywell Green Primary School,107505,2024,1.964863,16.7,63.5,,0.538573824,,,,155,4.6,11,,,57%,14.00%,14.00%
Calderdale,,,Holywell Green Primary School,107505,2017,1.964863,16.7,63.5,,0.538573824,,,,238,3.3,7.2,,,65%,6.56%,6.56%
Calderdale,,,Holywell Green Primary School,107505,2014,1.964863,16.7,63.5,,0.538573824,,,,228,3.1,0,,,88%,2.33%,2.33%
Calderdale,,,Holywell Green Primary School,107505,2015,1.964863,16.7,63.5,,0.538573824,,,,,,,,,82%,-6.82%,-6.82%
Calderdale,,,Holywell Green Primary School,107505,2013,1.964863,16.7,63.5,,0.538573824,,,,236,3.3,1.8,,,86%,-9.47%,-9.47%
Calderdale,,,Holywell Green Primary School,107505,2019,1.964863,16.7,63.5,,0.538573824,,,,205,3.5,4.9,,,68%,-16.05%,-16.05%
Calderdale,,,Holywell Green Primary School,107505,2016,1.964863,16.7,63.5,,0.538573824,,,,240,3.5,4.9,,,61%,-25.61%,-25.61%
West Lindsey,,,Ingham Primary School,120454,2018,42.82553,51.87,57.8,,44.17238116,,,,111,4.3,5.3,,,56.0%,19.15%,19.15%
West Lindsey,,,Ingham Primary School,120454,2024,42.82553,51.87,57.8,,44.17238116,,,,81,3.8,10,,,73.0%,15.87%,15.87%
West Lindsey,,,Ingham Primary School,120454,2016,42.82553,51.87,57.8,,44.17238116,,,,118,2.7,,,,89.0%,4.71%,4.71%
West Lindsey,,,Ingham Primary School,120454,2014,42.82553,51.87,57.8,,44.17238116,,,,113,3.6,0,,,88.0%,-1.12%,-1.12%
West Lindsey,,,Ingham Primary School,120454,2019,42.82553,51.87,57.8,,44.17238116,,,,104,3.6,3.1,,,55.0%,-1.79%,-1.79%
West Lindsey,,,Ingham Primary School,120454,2013,42.82553,51.87,57.8,,44.17238116,,,,109,3.7,0,,,89.0%,-3.26%,-3.26%
West Lindsey,,,Ingham Primary School,120454,2015,42.82553,51.87,57.8,,44.17238116,,,,110,3.2,,,,85.0%,-3.41%,-3.41%
West Lindsey,,,Ingham Primary School,120454,2017,42.82553,51.87,57.8,,44.17238116,,,,109,3.6,4.2,,,47.0%,-47.19%,-47.19%
West Lindsey,,,Keelby Primary School,120456,2013,32.60963,74.18,45.8,,3.404992298,,,,182,3,,,,95.0%,72.73%,72.73%
West Lindsey,,,Keelby Primary School,120456,2014,32.60963,74.18,45.8,,3.404992298,,,,184,3,,,,96.0%,1.05%,1.05%
West Lindsey,,,Keelby Primary School,120456,2015,32.60963,74.18,45.8,,3.404992298,,,,182,3.2,0,,,97.0%,1.04%,1.04%
West Lindsey,,,Kelsey Primary School,120469,2019,30.75055,59.88,60.2,,13.25747867,,,,101,3.5,6.5,,,92.0%,130.00%,130.00%
West Lindsey,,,Kelsey Primary School,120469,2017,30.75055,59.88,60.2,,13.25747867,,,,118,4,8.7,,,50.0%,100.00%,100.00%
West Lindsey,,,Kelsey Primary School,120469,2013,30.75055,59.88,60.2,,13.25747867,,,,54,4.3,,,,100.0%,0.00%,0.00%
West Lindsey,,,Kelsey Primary School,120469,2024,30.75055,59.88,60.2,,13.25747867,8,0,,101,3.9,5.3,,,71.0%,-4.05%,-4.05%
West Lindsey,,,Kelsey Primary School,120469,2018,30.75055,59.88,60.2,,13.25747867,,,,102,4.5,8.6,,,40.0%,-20.00%,-20.00%
West Lindsey,,,Kelsey Primary School,120469,2016,30.75055,59.88,60.2,,13.25747867,,,,125,3.1,5.6,,,25.0%,-75.00%,-75.00%
West Lindsey,,,Kelsey Primary School,120469,2014,30.75055,59.88,60.2,,13.25747867,,,,63,3.5,0,,,,-100.00%,-100.00%
Calderdale,,,Lee Mount Primary School,107483,2015,4.250070263,14.91,90.4,,0.484773142,,,,387,4.2,2.3,,,86%,16.22%,16.22%
Calderdale,,,Lee Mount Primary School,107483,2018,4.250070263,14.91,90.4,,0.484773142,,,,364,5.6,14.9,,,38%,8.57%,8.57%
Calderdale,,,Lee Mount Primary School,107483,2017,4.250070263,14.91,90.4,,0.484773142,,,,377,4.7,13,,,35%,6.06%,6.06%
Calderdale,,,Lee Mount Primary School,107483,2013,4.250070263,14.91,90.4,,0.484773142,,,,362,4.3,1.8,,,76%,4.11%,4.11%
Calderdale,,,Lee Mount Primary School,107483,2014,4.250070263,14.91,90.4,,0.484773142,,,,,,,,,74%,-2.63%,-2.63%
Calderdale,,,Lee Mount Primary School,107483,2019,4.250070263,14.91,90.4,,0.484773142,,,,346,5.1,13.9,,,33%,-13.16%,-13.16%
Calderdale,,,Lee Mount Primary School,107483,2016,4.250070263,14.91,90.4,,0.484773142,,,,387,4.4,9.4,,,33%,-61.63%,-61.63%
West Lindsey,,,Legsby Primary School,120457,2024,23.91062,58.35,66.1,,4.536375351,,,,37,7.6,27.5,,,40.0%,33.33%,33.33%
West Lindsey,,,Legsby Primary School,120457,2019,23.91062,58.35,66.1,,4.536375351,,,,49,5.9,16.3,,,33.0%,32.00%,32.00%
West Lindsey,,,Legsby Primary School,120457,2014,23.91062,58.35,66.1,,4.536375351,,,,35,4.6,,,,78.0%,9.86%,9.86%
West Lindsey,,,Legsby Primary School,120457,2013,23.91062,58.35,66.1,,4.536375351,,,,41,4.2,,,,71.0%,-29.00%,-29.00%
West Lindsey,,,Legsby Primary School,120457,2015,23.91062,58.35,66.1,,4.536375351,,,,30,3.1,0,,,50.0%,-35.90%,-35.90%
West Lindsey,,,Legsby Primary School,120457,2016,23.91062,58.35,66.1,,4.536375351,,,,27,3.2,,,,,-100.00%,-100.00%
Calderdale,,,Lightcliffe C of E Primary School,144865,2024,1.461107,32.02,65.3,,22.25233144,,,,411,3.8,6.5,,,57%,16.33%,16.33%
Calderdale,,,Lightcliffe CofE Primary School,144865,2019,1.461107,32.02,65.3,,22.25233144,,,,417,3.5,4.1,,,82%,9.33%,9.33%
Calderdale,,,Lightcliffe CofE VA Primary School,107572,2014,1.461107,,,,22.25233144,,,,416,3.1,1.6,,,85%,8.97%,8.97%
Calderdale,,,Lightcliffe CofE VA Primary School,107572,2015,1.461107,,,,22.25233144,,,,,,,,,82%,-3.53%,-3.53%
Calderdale,,,Lightcliffe CofE VA Primary School,107572,2017,1.461107,,,,22.25233144,,,,417,3.2,6,,,62%,-7.46%,-7.46%
Calderdale,,,Lightcliffe CofE VA Primary School,107572,2013,1.461107,,,,22.25233144,,,,420,4.2,2.5,,,78%,-8.24%,-8.24%
Calderdale,,,Lightcliffe CofE VA Primary School,107572,2016,1.461107,,,,22.25233144,,,,422,3.3,3.6,,,67%,-18.29%,-18.29%
Calderdale,,,"Ling Bob Junior, Infant and Nursery School",107497,2017,1.698176,13.96,85.5,,7.490633662,,,,367,4,6,,,47%,104.35%,104.35%
Calderdale,,,"Ling Bob Junior, Infant and Nursery School",107497,2014,1.698176,13.96,85.5,,7.490633662,,,,,,,,,76%,20.63%,20.63%
Calderdale,,,"Ling Bob Junior, Infant and Nursery School",107497,2019,1.698176,13.96,85.5,,7.490633662,,,,367,3.7,6.8,,,65%,20.37%,20.37%
Calderdale,,,"Ling Bob Junior, Infant and Nursery School",107497,2018,1.698176,13.96,85.5,,7.490633662,,,,369,3.8,6.7,,,54%,14.89%,14.89%
Calderdale,,,"Ling Bob Junior, Infant and Nursery School",107497,2024,1.698176,13.96,85.5,,7.490633662,,,,352,5.8,16.7,,,61%,10.91%,10.91%
Calderdale,,,"Ling Bob Junior, Infant and Nursery School",107497,2015,1.698176,13.96,85.5,,7.490633662,,,,393,4.4,1.5,,,68%,-10.53%,-10.53%
Calderdale,,,"Ling Bob Junior, Infant and Nursery School",107497,2013,1.698176,13.96,85.5,,7.490633662,,,,371,4.7,2.7,,,63%,-11.27%,-11.27%
Calderdale,,,"Ling Bob Junior, Infant and Nursery School",107497,2016,1.698176,13.96,85.5,,7.490633662,,,,375,4,8.3,,,23%,-66.18%,-66.18%
Calderdale,,,Longroyde Junior School,107501,2014,3.622458,14.33,79.9,,5.474430032,,,,,,,,,91%,26.39%,26.39%
Calderdale,,,Longroyde Junior School,107501,2015,3.622458,14.33,79.9,,5.474430032,,,,257,4,1.5,,,92%,1.10%,1.10%
Calderdale,,,Longroyde Junior School,107501,2013,3.622458,14.33,79.9,,5.474430032,,,,247,5,3.5,,,72%,-4.00%,-4.00%
Calderdale,,,Longroyde Primary School,107501,2017,3.622458,14.33,79.9,,5.474430032,,,,409,4.1,11.1,,,62%,19.23%,19.23%
Calderdale,,,Longroyde Primary School,107501,2019,3.622458,14.33,79.9,,5.474430032,,,,423,4.2,12.7,,,66%,11.86%,11.86%
Calderdale,,,Longroyde Primary School,107501,2024,3.622458,14.33,79.9,,5.474430032,,,,390,6.5,24.1,,,58%,-1.69%,-1.69%
Calderdale,,,Longroyde Primary School,107501,2018,3.622458,14.33,79.9,,5.474430032,,,,416,4,10.2,,,59%,-4.84%,-4.84%
Calderdale,,,Longroyde Primary School,107501,2016,3.622458,14.33,79.9,,5.474430032,5,5.21,,243,4,8.7,,,52%,-43.48%,-43.48%
Calderdale,,,Luddenden CofE School,107541,2019,1.91732,18.74,80.7,,0.438289295,,,,168,3.5,8.9,,,59%,34.09%,34.09%
Calderdale,,,Luddenden CofE School,107541,2018,1.91732,18.74,80.7,,0.438289295,,,,198,4.5,9.7,,,44%,7.32%,7.32%
Calderdale,,,Luddenden CofE School,107541,2015,1.91732,18.74,80.7,,0.438289295,,,,,,,,,70%,1.45%,1.45%
Calderdale,,,Luddenden CofE School,107541,2024,1.91732,18.74,80.7,,0.438289295,,,,,,,,,58%,-7.94%,-7.94%
Calderdale,,,Luddenden CofE School,107541,2017,1.91732,18.74,80.7,,0.438289295,,,,205,3.8,4.5,,,41%,-8.89%,-8.89%
Calderdale,,,Luddenden CofE School,107541,2014,1.91732,18.74,80.7,,0.438289295,,,,182,4,3.8,,,69%,-21.59%,-21.59%
Calderdale,,,Luddenden CofE School,107541,2016,1.91732,18.74,80.7,,0.438289295,5,3.23,,209,3.8,7.5,,,45%,-35.71%,-35.71%
Calderdale,,,Luddenden Dene CofE (VC) Junior Infant and Nursery School,107541,2013,1.91732,18.74,80.7,,0.438289295,,,,176,4.8,2.8,,,88%,17.33%,17.33%
Calderdale,,,Luddendenfoot Academy,137699,2017,4.399328,19.68,71.5,,1.320138079,,,,147,2.7,3.8,,,100%,61.29%,61.29%
Calderdale,,,Luddendenfoot Academy,137699,2014,4.399328,19.68,71.5,,1.320138079,,,,147,3.4,2.5,,,63%,43.18%,43.18%
Calderdale,,,Luddendenfoot Academy,137699,2015,4.399328,19.68,71.5,,1.320138079,,,,146,3.4,0,,,89%,41.27%,41.27%
Calderdale,,,Luddendenfoot Academy,137699,2018,4.399328,19.68,71.5,,1.320138079,,,,163,2.8,4.3,,,95%,-5.00%,-5.00%
Calderdale,,,Luddendenfoot Academy,137699,2024,4.399328,19.68,71.5,,1.320138079,,,,194,4.2,10.3,,,76%,-5.00%,-5.00%
Calderdale,,,Luddendenfoot Academy,137699,2019,4.399328,19.68,71.5,,1.320138079,,,,181,3,3.1,,,78%,-17.89%,-17.89%
Calderdale,,,Luddendenfoot Academy,137699,2016,4.399328,19.68,71.5,,1.320138079,5,9.31,,134,3.1,6.4,,,62%,-30.34%,-30.34%
West Lindsey,,,Marton Primary School,120462,2014,11.37559,32.04,39.4,,14.57295346,,,,87,3.4,,,,91.0%,15.19%,15.19%
West Lindsey,,,Marton Primary School,120462,2017,11.37559,32.04,39.4,,14.57295346,,,,101,3.4,,,,64.0%,6.67%,6.67%
West Lindsey,,,Marton Primary School,120462,2013,11.37559,32.04,39.4,,14.57295346,,,,83,4.2,,,,79.0%,5.33%,5.33%
West Lindsey,,,Marton Primary School,120462,2015,11.37559,32.04,39.4,,14.57295346,,,,90,3.1,0,,,89.0%,-2.20%,-2.20%
West Lindsey,,,Marton Primary School,120462,2016,11.37559,32.04,39.4,,14.57295346,,,,106,3.7,6.7,,,60.0%,-32.58%,-32.58%
West Lindsey,,,Mercer's Wood Academy,139332,2017,7.443106,11.52,74.6,,23.29686601,,,,201,6.4,21.2,,,45.0%,136.84%,136.84%
West Lindsey,,,Mercer's Wood Academy,139332,2018,7.443106,11.52,74.6,,23.29686601,,,,199,5.5,17.1,,,54.0%,20.00%,20.00%
West Lindsey,,,Mercer's Wood Academy,139332,2019,7.443106,11.52,74.6,,23.29686601,,,,198,6.1,18.6,,,50.0%,-7.41%,-7.41%
West Lindsey,,,Mercer's Wood Academy,139332,2015,7.443106,11.52,74.6,,23.29686601,,,,185,5.7,5.9,,,65.0%,-18.75%,-18.75%
West Lindsey,,,Mercer's Wood Academy,139332,2024,7.443106,11.52,74.6,,23.29686601,9,0,,180,9.2,29.2,,,27.0%,-38.64%,-38.64%
West Lindsey,,,Mercer's Wood Academy,139332,2016,7.443106,11.52,74.6,,23.29686601,,,,192,5.9,21,,,19.0%,-70.77%,-70.77%
Calderdale,,,Midgley School,107517,2017,0.874359,17.21,65.1,,7.991077953,,,,,,,,,85%,44.07%,44.07%
Calderdale,,,Midgley School,107517,2014,0.874359,17.21,65.1,,7.991077953,,,,103,3,0,,,93%,30.99%,30.99%
Calderdale,,,Midgley School,107517,2024,0.874359,17.21,65.1,,7.991077953,,,,70,5.7,18.1,,,69%,2.99%,2.99%
Calderdale,,,Midgley School,107517,2015,0.874359,17.21,65.1,,7.991077953,,,,105,3.5,0,,,88%,-5.38%,-5.38%
Calderdale,,,Midgley School,107517,2018,0.874359,17.21,65.1,,7.991077953,,,,102,4.2,4.5,,,77%,-9.41%,-9.41%
Calderdale,,,Midgley School,107517,2019,0.874359,17.21,65.1,,7.991077953,,,,102,3.2,4.4,,,67%,-12.99%,-12.99%
Calderdale,,,Midgley School,107517,2013,0.874359,17.21,65.1,,7.991077953,,,,,,,,,71%,-29.00%,-29.00%
Calderdale,,,Midgley School,107517,2016,0.874359,17.21,65.1,,7.991077953,5,1.18,,102,3.4,5.4,,,59%,-32.95%,-32.95%
Calderdale,,,Moorside Community Primary School,134659,2017,5.678259,20.65,76.2,,0.018808414,,,,261,5.3,13.8,,,39%,105.26%,105.26%
Calderdale,,,Moorside Community Primary School,134659,2018,5.678259,20.65,76.2,,0.018808414,,,,244,4.5,8,,,42%,7.69%,7.69%
Calderdale,,,Moorside Community Primary School,134659,2019,5.678259,20.65,76.2,,0.018808414,,,,240,5.4,17.3,,,41%,-2.38%,-2.38%
Calderdale,,,Moorside Community Primary School,134659,2024,5.678259,20.65,76.2,,0.018808414,,,,222,6,16.5,,,37%,-7.50%,-7.50%
Calderdale,,,Moorside Community Primary School,134659,2013,5.678259,20.65,76.2,,0.018808414,,,,263,5.7,5.1,,,62%,-15.07%,-15.07%
Calderdale,,,Moorside Community Primary School,134659,2016,5.678259,20.65,76.2,,0.018808414,5,0.72,,274,5.5,16.5,,,19%,-38.71%,-38.71%
Calderdale,,,Moorside Community Primary School,134659,2014,5.678259,20.65,76.2,,0.018808414,,,,296,5.2,3.9,,,0%,-100.00%,-100.00%
West Lindsey,,,Morton Trentside Primary School,120464,2018,22.87908,32.64,76.1,,65.99805535,,,,224,4.7,11.2,,,86.0%,86.96%,86.96%
West Lindsey,,,Morton Trentside Primary School,120464,2015,22.87908,32.64,76.1,,65.99805535,,,,203,3.2,0,,,87.0%,24.29%,24.29%
West Lindsey,,,Morton Trentside Primary School,120464,2013,22.87908,32.64,76.1,,65.99805535,,,,208,5.1,3.3,,,87.0%,3.57%,3.57%
West Lindsey,,,Morton Trentside Primary School,120464,2019,22.87908,32.64,76.1,,65.99805535,,,,209,4.8,7.5,,,83.0%,-3.49%,-3.49%
West Lindsey,,,Morton Trentside Primary School,120464,2014,22.87908,32.64,76.1,,65.99805535,,,,208,3.8,,,,70.0%,-19.54%,-19.54%
West Lindsey,,,Morton Trentside Primary School,120464,2024,22.87908,32.64,76.1,,65.99805535,9,0,,176,4.6,12.6,,,59.0%,-22.37%,-22.37%
West Lindsey,,,Morton Trentside Primary School,120464,2016,22.87908,32.64,76.1,,65.99805535,,,,227,3.8,7.6,,,65.0%,-25.29%,-25.29%
West Lindsey,,,Morton Trentside Primary School,120464,2017,22.87908,32.64,76.1,,65.99805535,,,,218,4.9,8.4,,,46.0%,-29.23%,-29.23%
Calderdale,,,Mount Pellon Junior and Infant School,107532,2013,3.353962,,,,1.674153474,,,,574,5.8,3,,,50%,8.70%,8.70%
Calderdale,,,Mount Pellon Primary Academy,139270,2017,3.353962,14.68,94.2,,1.674153474,,,,539,4.3,11.6,,,39%,77.27%,77.27%
Calderdale,,,Mount Pellon Primary Academy,139270,2018,3.353962,14.68,94.2,,1.674153474,,,,479,3.9,9,,,54%,38.46%,38.46%
Calderdale,,,Mount Pellon Primary Academy,139270,2015,3.353962,14.68,94.2,,1.674153474,,,,573,4.4,2.4,,,64%,6.67%,6.67%
Calderdale,,,Mount Pellon Primary Academy,139270,2019,3.353962,14.68,94.2,,1.674153474,,,,445,4.6,14.9,,,57%,5.56%,5.56%
Calderdale,,,Mount Pellon Primary Academy,139270,2024,3.353962,14.68,94.2,,1.674153474,,,,316,7.9,27.8,,,56%,-12.50%,-12.50%
Calderdale,,,Mount Pellon Primary Academy,139270,2016,3.353962,14.68,94.2,,1.674153474,,,,556,3.9,9.1,,,22%,-65.63%,-65.63%
West Lindsey,,,Nettleton Community Primary School,120465,2013,33.75688,74.93,35.1,,26.48346383,,,,44,4.3,,,,100.0%,40.85%,40.85%
West Lindsey,,,Nettleton Community Primary School,120465,2019,33.75688,74.93,35.1,,26.48346383,,,,83,3.7,8.3,,,67.0%,34.00%,34.00%
West Lindsey,,,Nettleton Community Primary School,120465,2018,33.75688,74.93,35.1,,26.48346383,,,,77,3.6,5.6,,,50.0%,19.05%,19.05%
West Lindsey,,,Nettleton Community Primary School,120465,2016,33.75688,74.93,35.1,,26.48346383,,,,66,4.4,11.7,,,67.0%,4.69%,4.69%
West Lindsey,,,Nettleton Community Primary School,120465,2014,33.75688,74.93,35.1,,26.48346383,,,,49,3.7,0,,,89.0%,-11.00%,-11.00%
West Lindsey,,,Nettleton Community Primary School,120465,2015,33.75688,74.93,35.1,,26.48346383,,,,66,2.9,0,,,64.0%,-28.09%,-28.09%
West Lindsey,,,Nettleton Community Primary School,120465,2024,33.75688,74.93,35.1,,26.48346383,,,,69,4.9,11.9,,,43.0%,-35.82%,-35.82%
West Lindsey,,,Nettleton Community Primary School,120465,2017,33.75688,74.93,35.1,,26.48346383,,,,67,3.3,,,,42.0%,-37.31%,-37.31%
Calderdale,,,New Road Primary School,107518,2017,2.644513,8.83,76.8,,3.377425018,,,,137,3.5,3.9,,,55%,52.78%,52.78%
Calderdale,,,New Road Primary School,107518,2019,2.644513,8.83,76.8,,3.377425018,4,1.74,,153,4.3,10.8,,,68%,19.30%,19.30%
Calderdale,,,New Road Primary School,107518,2018,2.644513,8.83,76.8,,3.377425018,,,,154,4.1,12.5,,,57%,3.64%,3.64%
Calderdale,,,New Road Primary School,107518,2024,2.644513,8.83,76.8,,3.377425018,,,,172,5.7,16.4,,,52%,-17.46%,-17.46%
Calderdale,,,New Road Primary School,107518,2015,2.644513,8.83,76.8,,3.377425018,,,,,,,,,70%,-30.00%,-30.00%
Calderdale,,,New Road Primary School,107518,2016,2.644513,8.83,76.8,,3.377425018,5,35.79,,137,3.2,6,,,36%,-48.57%,-48.57%
West Lindsey,,,Newton-on-Trent CofE Primary School,120578,2024,18.49005,53.46,40.7,,4.967397119,9,1.82,,56,2.9,4.7,,,71.0%,10.94%,10.94%
West Lindsey,,,Newton-on-Trent CofE Primary School,120578,2016,18.49005,53.46,40.7,,4.967397119,,,,49,4.6,,,,14.0%,-77.78%,-77.78%
West Lindsey,,,Newton-on-Trent CofE Primary School,120578,2017,18.49005,53.46,40.7,,4.967397119,,,,43,4.2,10.3,,,,-100.00%,-100.00%
Calderdale,,,Norland CE School,107537,2017,0.798843,14.54,79.8,,0.823959206,,,,,,,,,80%,37.93%,37.93%
Calderdale,,,Norland CE School,107537,2019,0.798843,14.54,79.8,,0.823959206,,,,108,3.7,5.4,,,69%,9.52%,9.52%
Calderdale,,,Norland CE School,107537,2024,0.798843,14.54,79.8,,0.823959206,,,,75,3.9,7.1,,,63%,-1.56%,-1.56%
Calderdale,,,Norland CE School,107537,2018,0.798843,14.54,79.8,,0.823959206,,,,102,5.5,9.8,,,63%,-21.25%,-21.25%
Calderdale,,,Norland CofE Junior and Infant School,107537,2014,0.798843,14.54,79.8,,0.823959206,,,,,,,,,100%,40.85%,40.85%
Calderdale,,,Norland CofE Junior and Infant School,107537,2013,0.798843,14.54,79.8,,0.823959206,,,,82,7.4,4.4,,,71%,-14.46%,-14.46%
Calderdale,,,Norland CofE Junior and Infant School,107537,2015,0.798843,14.54,79.8,,0.823959206,,,,,,,,,83%,-17.00%,-17.00%
Calderdale,,,Norland CofE Junior and Infant School,107537,2016,0.798843,14.54,79.8,,0.823959206,5,5.37,,,,,,,58%,-30.12%,-30.12%
West Lindsey,,,Normanby Primary School,120468,2018,20.54219,68.62,69.4,,5.59616039,,,,75,4,5.5,,,57.0%,42.50%,42.50%
West Lindsey,,,Normanby Primary School,120468,2015,20.54219,68.62,69.4,,5.59616039,,,,63,5,6.2,,,89.0%,39.06%,39.06%
West Lindsey,,,Normanby Primary School,120468,2019,20.54219,68.62,69.4,,5.59616039,9,0.23,,58,3.7,,,,56.0%,-1.75%,-1.75%
West Lindsey,,,Normanby Primary School,120468,2024,20.54219,68.62,69.4,,5.59616039,4,0.09,,51,5.9,12.2,,,56.0%,-16.42%,-16.42%
West Lindsey,,,Normanby Primary School,120468,2013,20.54219,68.62,69.4,,5.59616039,,,,66,4.2,,,,82.0%,-18.00%,-18.00%
West Lindsey,,,Normanby Primary School,120468,2017,20.54219,68.62,69.4,,5.59616039,,,,72,4,8.1,,,40.0%,-20.00%,-20.00%
West Lindsey,,,Normanby Primary School,120468,2014,20.54219,68.62,69.4,,5.59616039,,,,78,4.5,0,,,64.0%,-21.95%,-21.95%
West Lindsey,,,Normanby Primary School,120468,2016,20.54219,68.62,69.4,,5.59616039,,,,72,4,7.3,,,50.0%,-43.82%,-43.82%
Calderdale,,,Northowram Primary School,107486,2018,13.75662,20.66,75.6,,0.431059167,,,,474,4.2,7.2,,,74%,19.35%,19.35%
Calderdale,,,Northowram Primary School,107486,2013,13.75662,20.66,75.6,,0.431059167,,,,469,3.9,2.8,,,88%,10.00%,10.00%
Calderdale,,,Northowram Primary School,107486,2015,13.75662,20.66,75.6,,0.431059167,,,,473,3.4,1.4,,,98%,8.89%,8.89%
Calderdale,,,Northowram Primary School,107486,2017,13.75662,20.66,75.6,,0.431059167,,,,473,3.8,6.6,,,62%,8.77%,8.77%
Calderdale,,,Northowram Primary School,107486,2024,13.75662,20.66,75.6,,0.431059167,,,,452,4.3,8,,,72%,5.88%,5.88%
Calderdale,,,Northowram Primary School,107486,2014,13.75662,20.66,75.6,,0.431059167,,,,480,3.7,0.8,,,90%,2.27%,2.27%
Calderdale,,,Northowram Primary School,107486,2019,13.75662,20.66,75.6,,0.431059167,,,,462,3.8,6.3,,,64%,-13.51%,-13.51%
Calderdale,,,Northowram Primary School,107486,2016,13.75662,20.66,75.6,,0.431059167,5,0,,465,3.2,4.4,,,57%,-41.84%,-41.84%
Calderdale,,,Old Earth Primary School,137398,2017,2.561558,22.97,74,,0.851798034,,,,464,3,5.5,,,75%,41.51%,41.51%
Calderdale,,,Old Earth Primary School,137398,2014,2.561558,22.97,74,,0.851798034,,,,444,3,0.9,,,94%,17.50%,17.50%
Calderdale,,,Old Earth Primary School,137398,2019,2.561558,22.97,74,,0.851798034,,,,469,3.2,4.4,,,75%,2.74%,2.74%
Calderdale,,,Old Earth Primary School,137398,2024,2.561558,22.97,74,,0.851798034,,,,461,4.3,6.6,,,67%,-1.47%,-1.47%
Calderdale,,,Old Earth Primary School,137398,2018,2.561558,22.97,74,,0.851798034,,,,461,3.8,7.6,,,73%,-2.67%,-2.67%
Calderdale,,,Old Earth Primary School,137398,2015,2.561558,22.97,74,,0.851798034,,,,452,3.3,1.7,,,91%,-3.19%,-3.19%
Calderdale,,,Old Earth Primary School,137398,2013,2.561558,22.97,74,,0.851798034,,,,433,3.2,1.8,,,80%,-5.88%,-5.88%
Calderdale,,,Old Earth Primary School,137398,2016,2.561558,22.97,74,,0.851798034,5,6.46,,456,3.3,4.3,,,53%,-41.76%,-41.76%
Calderdale,,,Old Town Primary School,107524,2024,0.794616,31.92,47.1,,1.31496033,,,,78,5.9,14.3,,,77%,45.28%,45.28%
Calderdale,,,Old Town Primary School,107524,2017,0.794616,31.92,47.1,,1.31496033,,,,104,4,5.6,,,73%,37.74%,37.74%
Calderdale,,,Old Town Primary School,107524,2014,0.794616,31.92,47.1,,1.31496033,,,,106,2.9,0,,,80%,19.40%,19.40%
